rank,song_id,title,singers,album,date,genre,creator,lyric,singer_id,debut,singer_type,singer_gender,company,bthday
3,1418635,"나 항상 그대를",이선희,"나 항상 그대를",1988.02.01,Ballad,김민정,"나 항상 그대를 보고파 하는데 맘처럼 가까울 수 없어 오늘도 빛 바랜 낡은 사진 속의 그대 모습 그리워하네 나 항상 그대를 그리워 하는데 그대는 어디로 떠났나 다정한 그 모습 눈물로 여울져 그대여 내게 돌아와요 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 음 돌아와요 나 항상 그대를 그리워 하는데 그대는 어디로 떠났나 다정한 그 모습 눈물로 여울져 그대여 내게 돌아와요 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 돌아와 그대 내게 돌아와 난 온통 그대 생각뿐이야 불 같은 나의 사랑 피할 수 없어 그대여 내게 우 돌아와요",966,1984,솔로,여성,후크엔터테인먼트,1964.11.11
9,1505609,가을사랑,신계행,"사랑이 온다",2006.09.29,Ballad,민재홍,"그대사랑 가을사랑",5521,1987.05.20,솔로,여성,,1960.12.22
10,1551799,"그 이유가 내겐 아픔이었네",이지연,"그때는 어렸나봐요 / 안개모습",1987,Ballad,유현상,"잊는다는 슬픔보다 잊어야 한다는 이유가 내겐 너무도 서글픈 아픔이었네 잊어야 하는 마음을 가을비는 아는 듯이 내게 찾아와 조용히 손짓을 하네 뺨을 스치는 찬 바람도 보고픔에 목이 메어 고개 숙이고 내게 손짓하던 가을비도 할 말 잃어 차가운 눈동자에 줄을 댄다 잊어야 하는 그 이유가 내게는 아픔이었네 내게는 아픔이었네  뺨을 스치는 찬 바람도 보고픔에 목이 메어 고개 숙이고 내게 손짓하던 가을비도 할 말 잃어 차가운 눈동자에 줄을 댄다 잊어야 하는 그 이유가 내게는 아픔이었네 내게는 아픔이었네",9564,1987,솔로,여성,,1971.10.31
8,1551808,"슬픈 안녕",이지연,"이지연 2집",1989.01.20,Ballad,유현상,"마이 러브 이젠 모두 지난 일들이 내 가슴 저리도록 아파 오는데 마이 러브 지워지지않는 기억도 한낱 물거품되어 그대 바라보던 두 눈에 슬픈 기억만이 쌓이 고 그저 외면하는 그대의 마음만 애태우는데 마이 러브 이젠 눈물 흘리지 않아 영원히 내 맘곁에 사랑을 묻고 마이 러브 그냥 그저 스쳐 지나던 사랑이라 말하리  그대 바라보던 두 눈에 슬픈 기억만이 쌓이 고 그저 외면하는 그대의 마음만 애태우는데 마이 러브 이젠 눈물 흘리지 않아 영원히 내 맘곁에 사랑을 묻고 마이 러브 그냥 그저 스쳐 지나던 사랑이라 말하리",9564,1987,솔로,여성,,1971.10.31
8,1551809,졸업,이지연,"이지연 2집",1989.01.20,Ballad,유현상,"우리 그런 말은 말아요 그냥 이대로 이대로 하고픈 이야기는 많아도 마음에 간직한 채로 우리 이 밤이 새고 나면 이젠 헤어져야 하지만 그 숱한 우리들의 이야기 우리 잊지 마오 기쁠 때나 슬플 때나 같이 웃고 울던 우리들의 사랑 우리 잊지 말아요 아름답던 우리 옛 추억 따스했던 우리들 마음 이젠 다시 올 수 없어도 우리 잊지 마오  기쁠 때나 슬플 때나 같이 웃고 울던 우리들의 사랑 우리 잊지 말아요 아름답던 우리 옛 추억 따스했던 우리들 마음 이젠 다시 올 수 없어도 우리 잊지 마오 우리 잊지 마오",9564,1987,솔로,여성,,1971.10.31
6,1551813,"바람아 멈추어다오",이지연,"이지연 2집",1989.01.20,Ballad,전영록,"해가뜨면 찾아올까 바람불면 떠날사람인데 행여한번 돌아보면 그대역시 외면하고 있네 바람아 멈추어 다오 세월가면 잊혀질까 그렇지만 다시생각날껄 붙잡아도 소용없어 그대는 왜 멀어져가나 바람아 멈추어다오 난몰라 하하 바람아 아아 멈추어다오 바람아 멈추어다오 이젠 모두 지난일이야 그리우면 난 어떻하나 부질없는 내마음에 바보같이 눈물만흐르네 바람아 멈추어다오  난몰라 하하 바람아 아아 멈추어다오 바람아 멈추어다오 이젠 모두 지난일이야 그리우면 난 어떻하나 부질없는 내마음에 바보같이 눈물만 흐르네 바람아 멈추어다오 바람아 멈추어다오",9564,1987,솔로,여성,,1971.10.31
9,1569503,이별노래,이동원,골든(이별노래),1984.11.20,Folk,정호승,"떠나는 그대 조금만 더 늦게 떠나준다면 그대 떠난 뒤에도 내 그대를 사랑하기에 아직 늦지 않으리 그대 떠나는 곳 내 먼저 떠나가서 그대에 뒷모습에 깔리는 노을이 되리니 옷 깃을 여미고 어둠속에서 사람의 집들이 어두워지면 나 그대위해 노래하는 별이 되리니 난 그대 조금만 더 늦게 떠나준다면 그대 떠난 뒤에도 내 그대를 사랑하기에 아직 늦지 않으리  그대 떠나는 곳 내 먼저 떠나가서 그대에 뒷모습에 깔리는 노을이 되리니 옷 깃을 여미고 어둠속에서 사람의 집들이 어두워지면 나 그대 위해 노래하는 별이 되리니 난 그대 조금만 더 늦게 떠나준다면 그대 떠난 뒤에도 내 그대를 사랑하기에 아직 늦지 않으리",46,1970,솔로,남성,,1951.04.15
5,1573429,새벽기차,다섯손가락,"다섯손가락 골든 힛트곡 모음",1992.06.23,Ballad,이두헌,"해지고 어두운 거리를 나 홀로 걸어가면은 눈물처럼 젖어드는 슬픈 이별이 떠나간 그대 모습은 빛 바랜 사진속에서 애처롭게 웃음짓는데 그 지나치는 시간속에 우연히 스쳐가듯 만났던 그대 이젠 돌아올 수 없는 길을 떠났네 허전함에 무너진 가슴 희미한 어둠을 뚫고 떠나는 새벽기차는 허물어진 내 마음을 함께 실었네 낯설은 거리에 내려 또 다시 외로워지는 알 수 없는 내 마음이여  그 지나치는 시간속에 우연히 스쳐가듯 만났던 그대 이젠 돌아올 수 없는 길을 떠났네 허전함에 무너진 가슴 희미한 어둠을 뚫고 떠나는 새벽기차는 허물어진 내 마음을 함께 실었네 낯설은 거리에 내려 또 다시 외로워지는 알 수 없는 내 마음이여",101512,1985.03,그룹,남성,,
9,1573436,"사랑할순 없는지",다섯손가락,"다섯손가락 골든 힛트곡 모음",1992.06.23,Ballad,이두헌,"누군가 이 못난 나를 사랑할 순 없는지 서글픈 내 몸짓에 가난한 내 영혼까지 그대 여린 가슴을 놀라게 하긴 싫지만 나는 그대를 사랑하나봐 슬픈 나날이지만 내겐 꿈이 있잖아 그대 나를 사랑할 순 없는지 우허허 그대가 이 슬픈 마음 만져줄 순 없는지 내 마음 이 모두를 그대에게 주고 싶은데  그대 여린 가슴을 놀라게 하긴 싫지만 나는 그대를 사랑하나봐 슬픈 나날이지만 내겐 꿈이 있잖아 그대 나를 사랑할 순 없는지 우허허 그대가 이 슬픈 마음 만져줄 순 없는지 내 마음 이 모두를 그대에게 주고 싶은데 내 마음 이 모두를 그대에게 주고 싶은데",101512,1985.03,그룹,남성,,
8,1646752,누나야,임지훈,"임지훈 노래모음",1990.01.31,Folk,김창완,"눈물 흘리지마 작은 골목 귀퉁이 꿈을 잊었다고 눈물 흘리지마 구름처럼 스쳐간 허무한 것을 뭐라 말하지마 그 눈빛이 꺼질 듯 내게 속삭이네 뭐라 말하지마 하늘 저편 노을이 걸릴 때까지 슬퍼도 울지 못하는 민들레꽃 위에 햇살 가득한데 보아도 보이지 않고 잡아도 잡히지 않네 어디있니 누나야  젖은 노래처럼 너의 작은 가슴에 비가 내린다고 언젠가 말했지 하염없이 걷고만 싶어진다고 나를 부르지마 돌아서는 모습엔 슬픔뿐인 것을 나를 부르지마 스쳐가는 바람이 내 모습인걸 하늘가 저편 맴도는 새들의 날개짓만 공허한데 들어도 들리지 않고 찾아도 찾을 수 없네 어디있니 누나야",3243,1987.06,솔로,남성,,1959.06.21
10,1648521,"내일이 찾아와도",서울패밀리,"내일이 찾아와도 / 애모",1986.05.03,Ballad,오춘복,"내가 떠나던 그날 눈물대신 웃음을 보였네 차마 울지 못한 마음은 아쉬움 때문이었네 내가 떠나던 그 다음날 웃음대신 눈물을 흘렸네 혼자라는 아픔만이 내곁으로 밀려왔네 내곁을 떠나버린 마지막 순간 보내야했던 마음을 너는 알 수 없을거야 내일이 찾아와도 너는 나를 찾지않겠지만 내일이 찾아와도 나는 너를 기다릴테야  내곁을 떠나버린 마지막 순간 보내야 했던 마음을 너는 알 수 없을거야 내일이 찾아와도 너는 나를 찾지 않겠지만 내일이 찾아와도 나는 너를 기다릴테야 나는 너를 기다릴테야",101801,1986.03,그룹,혼성,"BSA 엔터테인먼트",
9,1726823,아파트,윤수일,"골든 힛트곡 모음집 (사랑만은 않겠어요)",1989.03.20,"Adult Contemporary",윤수일,"별빛이 흐르는 다리를 건너 바람 부는 갈대 숲을 지나 언제나 나를 언제나 나를 기다리던 너의 아파트 그리운 마음에 전화를 하면 아름다운 너의 목소리 언제나 내게 언제나 내게 속삭이던 너의 목소리 흘러가는 강물처럼 흘러가는 구름처럼 머물지 못해 떠나가 버린 너를 못 잊어 오늘도 바보처럼 미련 때문에 다시 또 찾아왔지만 아무도 없는 아무도 없는 쓸쓸한 너의 아파트  흘러가는 강물처럼 흘러가는 구름처럼 머물지 못해 떠나가 버린 너를 못 잊어 오늘도 바보처럼 미련 때문에 다시 또 찾아왔지만 아무도 없는 아무도 없는 쓸쓸한 너의 아파트 아무도 없는 아무도 없는 쓸쓸한 너의 아파트 아무도 아무도 없는 아무도 없는 쓸쓸한 너의 아파트",32,1977,솔로,남성,락코리아,1955.02.06
10,1726827,"황홀한 고백",윤수일,"골든 힛트곡 모음집 (사랑만은 않겠어요)",1989.03.20,"Adult Contemporary",이건우,"네온이 불타는 거리 가로등 불빛 아래서 그 언젠가 만났던 너와 나 지금은 무엇을 할까 생각에 잠기면 하염없이 그날이 그리워지네 불타는 눈동자 목마른 그 입술 별들도 잠이 들고 이대로 영원히 너만을 사랑해 황홀한 그 한마디 지금도 늦지 않았어 내곁에 돌아 온다면 나는 너를 영원히 사랑할꺼야  네온이 불타는 거리 가로등 불빛 아래서 기약없이 헤어진 너와 나 지금은 어디있을까 추억에 잠기면 하염없이 내마음 외로워 지네 불타는 눈동자 목마른 그 입술 별들도 잠이 들고 이대로 영원히 너만을 사랑해 황홀한 그 한마디 지금도 늦지 않았어 내곁에 돌아 온다면 나는 너를 영원히 사랑할꺼야 나는 너를 영원히 사랑할꺼야 나는 너를 영원히 사랑할꺼야",32,1977,솔로,남성,락코리아,1955.02.06
7,1726828,"환상의 섬",윤수일,"골든 힛트곡 모음집 (사랑만은 않겠어요)",1989.03.20,"Adult Contemporary",윤수일,"내고향 바닷가 외딴 섬하나 뽀얀 물안개 투명한 바다속 바위에 앉아서 기타를 퉁기면 인어같은 소녀가 내곁에 다가왔지 환상의 섬  환상의 섬  환상의 섬 소녀야 나는 너를 잊지못해 환상의 섬 소녀야  세월이 흐른뒤 다시찾은 그 섬엔 문명이 할퀴고간 초라한 그 모습 보고픈 소녀는 어디론가 떠나고 외로운 갈매기만 슬피 울고 있네 환상의 섬  환상의 섬 환상의 섬 소녀야 나는 너를 나는 너를 잊지못해 잊지못해 환상의 섬 소녀야 환상의 섬 소녀야 환상의 섬 소녀야 환상의 섬 소녀야 소녀야 잊지못해 나는 너를 나는 너를 잊지못해 잊지못해 환상의 섬 소녀야",32,1977,솔로,남성,락코리아,1955.02.06
9,1750054,골목길,이재민,묻지마,2007.10.12,Ballad,윤태영,"오늘밤은 너무 깜깜해  별도 달도 모두 숨어 버렸어  니가 오는 길목에 나 혼자 서 있네    혼자 있는 이길이 난 정말 싫어  찬바람이 불어서 난 더욱 싫어  기다림에 지쳐 눈물이 핑도네    이제 올 시간이 된것도 같은데  이제 네 모습이 보일것도 같은데  혼자 있는 이길은 아직도 쓸쓸해    골목길에서 널 기다리네  아무도 없는 쓸쓸한 골목길    (반복)  골목길~ 골목길~ 골목길~ 골목길~  골목길~ 골목길~ 골목길~ 골목길~",14829,1987,솔로,남성,,1965
10,1768642,"추억속의 그대",황치훈,"추억속의 그대",1988.12.15,"Adult Contemporary",윤상,"희미해지는 지난 추억속의 그 길을 이젠 다시 걸어볼 수 없다 하여도 이 내 가슴에 지워버릴 수 없는 그때 그 모든 기억들 그대의 사랑이 지나가는 자리엔 홀로된 나의 슬픈 고독뿐 그대가 다시 올 순 없어도 지나간 추억만은 영원히 다시 돌아올 수 없는 사랑에 홀로 돌이켜 본 추억은 다만 아름답던 사랑뿐 다시 돌아올 수 없는 사랑에 홀로 돌이켜 본 추억은 다만 아름답던 기억뿐  희미해지는 지난 추억속의 그 길을 이젠 다시 걸어볼 수 없다 하여도 이 내 가슴에 지워버릴 수 없는 그때 그 모든 기억들 그대의 사랑이 지나가는 자리엔 홀로된 나의 슬픈 고독뿐 그대가 다시 올 순 없어도 지나간 추억만은 영원히 다시 돌아올 수 없는 사랑에 홀로 돌이켜 본 추억은 다만 아름답던 사랑뿐 다시 돌아올 수 없는 사랑에 홀로 돌이켜 본 추억은 다만 아름답던 기억뿐  다시 돌아올 수 없는 사랑에 홀로 돌이켜 본 추억은 다만 아름답던 사랑뿐",5115,1988,솔로,남성,,1971.07
5,1839208,"돌고, 돌고, 돌고",전인권,"전인권 1집 - 파랑새",1988.05.20,Rock,전인권,"해가 뜨고 해가 지면 달이 뜨고 다시 해가 뜨고 꽃이 피고 꽃이 피고 새가 날고 날고 움직이고 움직이고 바빠지고 바빠지고 걷는 사람 뛰는 사람 서로 다르게 같은 시간속에 다시 돌고 돌고 돌고 춤을 추듯 돌고 노래하며 다시 돌고 돌고 돌고 돌고  운명처럼 만났다가 헤어지고 소문되고 아쉬워지고 아쉬워지고 헤매이다 헤매이다 다시 시작하고 시작하고 다시 계획하고 계획하고 우는 사람 웃는 사람 서로 다르게 같은 시간속에 다시 돌고 돌고 돌고 춤을 추듯 돌고 노래하며 다시 돌고 돌고 돌고 돌고  어두운 곳 밝은 곳도 앞서다가 뒤서다가 다시 돌고 돌고 돌고 돌고 다시 돌고",6229,1979.04,솔로,남성,들국화컴퍼니,1954.09.04
5,1839485,"그것만이 내세상",들국화,"들국화 1집",1985.09.01,Rock,최성원,"세상을 너무나 모른다고 나보고 그대는 얘기하지 조금은 걱정된 눈빛으로 조금은 미안한 웃음으로 그래 아마 난 세상을 모르나봐 혼자 이렇게 먼 길을 떠났나봐  하지만 후횐없지 울며 웃던 모든 꿈 그것만이 내 세상 하지만 후횐없어 찾아 헤맨 모든 꿈 그것만이 내 세상 그것만이 내 세상  세상을 너무나 모른다고 나 또한 너에게 얘기하지 조금은 걱정된 눈빛으로 조금은 미안한 웃음으로 그래 아마 난 세상을 모르나봐 혼자 그렇게 그 길에 남았나봐  하지만 후횐없지 울며 웃던 모든 꿈 그것만이 내 세상 하지만 후횐없어 바꿔봤던 모든 꿈 그것만이 내 세상 그것만이 내 세상",101108,1985.09,그룹,남성,들국화컴퍼니,
6,1839486,"세계로 가는 기차",들국화,"들국화 1집",1985.09.01,Rock,조덕환,"세계로 가는 기차타고 가는 기분 좋지만 그대 두고 가야 하는 이내 맘 안타까워 그러나 이젠 떠나가야 하는 길 위에 서서 너도 가고 나도 가야지 이제는 정말 꿈만 같던 시간들은 지나고 밝아오는 내일들의 희망들을 향해 이제는 정말 떠나가야 하는 길 위에 서서 너와 나의 꿈은 하나리 춤추는 시간들은 모두다 지나가고 밝아 오는 잿빛 하늘이 재촉하는 지금 이제는 정말 떠나가야 하는 길 위에 서서 너도 가고 나도 가야지  춤추는 시간들은 모두다 지나가고 밝아 오는 잿빛 하늘이 재촉하는 지금 이제는 정말 떠나가야 하는 길 위에 서서 너도 가고 나도 가야지 너도 가고 나도 가야지 너와 나의 꿈은 하나리 너도 가고 나도 가야지",101108,1985.09,그룹,남성,들국화컴퍼니,
5,1839744,"눈물나는 날에는",푸른하늘,"푸른하늘 2집 - 눈물나는 날에는",1989.07.01,Ballad,유영석,"우리들 마음 아픔에 어둔 밤 지새우지만 찾아든 아침 느끼면 다시 세상속에 있고 눈물이 나는 날에는 창밖을 바라보지만 잃어간 나의 꿈들에 어쩔줄을 모르네 나에게 올 많은 시간들을 이제는 후회없이 보내리 어두웠던 지난날을 소리쳐 부르네 아름다운 나의 날을 위하여 사랑이란 사랑이라는 마음만으로 영원토록 기쁨 느끼고 싶어 슬픔 안은 슬픔 안은 날 잠이 들고파 변하지 않는 세상을 꿈꾸며  나에게 올 많은 시간들을 이제는 후회없이 보내리 어두웠던 지난날을 소리쳐 부르네 아름다운 나의 날을 위하여 사랑이란 사랑이라는 마음만으로 영원토록 기쁨 느끼고 싶어 슬픔 안은 슬픔 안은 날 잠이 들고파 변하지 않는 세상을 꿈꾸며 사랑이란 사랑이라는 마음만으로 영원토록 기쁨 느끼고 싶어 슬픔 안은 슬픔 안은 날 잠이 들고파 변하지 않는 세상을 꿈꾸며 변하지 않는 세상을 꿈꾸며",100986,1988.03,그룹,남성,,
10,1859404,"잊지 말아요",최성수,"The Best History",2008.04.30,"Adult Contemporary",이두헌,"이젠 모두 지나버린 일이야 사랑했던 그 추억 마저도 하지만 멀리서 그대 모습 그리며 여기 서 있네 흘러가는 세월속에 다가와 아픈 상처만 주고 떠나간 그대가 나에게 남겨준 그 사랑이 너무 무거워 하지만 우리 잊지 말고 살기로 해요 아름답던 지난 날을 잊지 말아요 아직도 그대를 사랑하고 있어요 잊지 말아요 지난 세월속에서 우리가 나눈 모든 것들을 다 거짓이라고 하지 말아요 사랑은 늘 아픈거라고 나에게 말해준 단 한 사람 그대  흘러가는 세월속에 다가와 아픈 상처만 주고 떠나간 그대가 나에게 남겨준 그 사랑이 너무 무거워 하지만 우리 잊지 말고 살기로 해요 아름답던 지난 날을 잊지 말아요 아직도 그대를 사랑하고 있어요 잊지 말아요 지난 세월속에서 우리가 나눈 모든 것들을 다 거짓이라고 하지 말아요 사랑은 늘 아픈거라고 나에게 말해준 단 한 사람 그대 하지만 우리 잊지말고 살기로 해요 아름답던 지난 날을 잊지 말아요 아직도 그대를 사랑하고 있어요 잊지 말아요 지난 세월속에서 우리가 나눈 모든 것들을 다 거짓이라고 하지 말아요 사랑은 늘 아픈거라고 나에게 말해준 단 한 사람 사랑은 늘 아픈거라고 나에게 말해준 단 한 사람 그대",35,1987.05,솔로,남성,,1960.03.25
4,1867829,고니,이태원,"타조, 솔개, 여인아",2008.05.01,"Adult Contemporary",이건우,"가난한 시인의 집에 내일의 꿈을 열었던 외로운 고니 한마리 지금은 지금은 어디로 갔나 속울음을 삼키면서 지친 몸을 창에 기대고 약속을 지키지 않는 사람들이 미워졌다고 날아도 날개가 없고 울어도 눈물이 없어 없어라 이제 다시 이제 다시는 볼수 없는 아 우리의 고니 이제 다시 이제 다시는 볼수 없는 아 우리의 고니  날아도 날개가 없고 울어도 눈물이 없어 없어라 이제 다시 이제 다시는 볼수 없는 아 우리의 고니 이제 다시 이제 다시는 볼수 없는 아 우리의 고니 이제 다시 이제 다시는 볼수 없는 아 우리의 고니",4788,1985,솔로,남성,,1948.05.30
6,1874903,"유혹하지 말아요",나미,"Nami Best `My Story And... 45`",2008.05.21,"Adult Contemporary",박건호,"나 이대로 그대의 품에 안길까 나 이대로 말 없이 떠나버릴까 나를 보는 그대 눈동자가 너무 뜨거워요 어깨 위에 불빛이 흘러내리고 우리들은 아무런 말도 없는데 내 마음은 왜 이럴까요 자꾸 흔들려요 그대여 날 유혹하지 말아요 말아요 그대여 날 유혹하지 말아요 말아요 그대를 사랑하는것이 뭐 어렵나요 그 진실 내게 보여준다면 그대를 사랑하는것이 뭐 어렵나요 나 그대 마음 몰라 두려운 것 뿐이죠  어깨 위에 불빛이 흘러 내리고 우리들은 아무런 말도 없는데 내 마음은 왜 이럴까요 자꾸 흔들려요 그대여 날 유혹하지 말아요 말아요 그대여 날 유혹하지 말아요 말아요 그대를 사랑하는것이 뭐 어렵나요 그 진실 내게 보여준다면 그대를 사랑하는것이 뭐 어렵나요 나 그대 마음 몰라 두려운 것 뿐이죠 그대를 사랑하는것이 뭐 어렵나요 그 진실 내게 보여준다면 그대를 사랑하는것이 뭐 어렵나요 나 그대 마음 몰라 두려운 것 뿐이죠",5761,1979,솔로,여성,,1957.10.01
6,1874917,"슬픈 인연",나미,"Nami Best `My Story And... 45`",2008.05.21,"Adult Contemporary",AgiYoko,"멀어져가는 저 뒷모습을 바라보면서 난 아직도 이 순간을 이별이라 하지 않겠네 달콤했었지 그 수많았던 추억속에서 흠뻑 젖은 두 마음을 우리 어떻게 잊을까 아 다시 올거야 너는 외로움을 견딜수 없어 아 나의 곁으로 다시 돌아올거야 그러나 그 시절에 너를 또 만나서 사랑할 수 있을까 흐르는 그 세월에 나는 또 얼마나 많은 눈물을 흘리려나  달콤했었지 그 수많았던 추억속에서 흠뻑 젖은 두 마음을 우리 어떻게 잊을까 아 다시 올거야 너는 외로움을 견딜수 없어 아 나의 곁으로 다시 돌아올거야 그러나 그 시절에 너를 또 만나서 사랑할 수 있을까 흐르는 그 세월에 나는 또 얼마나 많은 눈물을 흘리려나 그러나 그 시절에 너를 또 만나서 사랑할 수 있을까 흐르는 그 세월에 나는 또 얼마나 많은 눈물을 흘리려나",5761,1979,솔로,여성,,1957.10.01
6,1878134,"사랑은 이제 그만",민해경,"Best Of Best",1995.03.30,Ballad,이세건,"희미한 가로등 불빛 아래서 쓸쓸히 그대를 그리며 서있네 지나간 추억은 아름답지만 가버린 사랑은 나를 슬프게해 갈 사람은 가야만 하겠지만 떠날 사람 떠나야만 하겠지만 남아있는 내 모습을 바라보면 슬픔에 찬 사랑으로 울고 만 있네 아 사랑은 이젠 그만 맺지 못할 그 사랑은 이제 그만 아 사랑은 이젠 그만 잊지 못할 그 사랑도 이제 그만 사랑은 그만  지나간 추억은 아름답지만 가버린 사랑은 나를 슬프게해 남아있는 내 모습을 바라보면 슬픔에 찬 사랑으로 울고 만 있네 아 사랑은 이젠 그만 맺지 못할 그 사랑도 이제 그만 아 사랑은 이젠 그만 잊지 못할 그 사랑도 이제 그만 사랑은 그만 사랑은 이젠 그만 잊지 못할 그 사랑은 이제 그만 아 사랑은 이젠 그만 잊지 못할 그 사랑도 이제 그만 사랑은 그만 사랑은 이젠 그만 잊지 못할 그 사랑은 이제 그만",1166,1980.12,솔로,여성,,1962.04.18
6,1878159,"그대는 인형처럼 웃고 있지만",민해경,"Rose & Best",2002.08.30,Dance,강인원,"그대는 항상 내 곁에 있지만 내겐 소용없어요 그대는 항상 내 맘에 있지만 그대 마음 아직 모르겠어요 걷고싶다 말하면 무얼 해, 두 눈만 깜박이는걸 보고싶다 말하면 무얼 해, 딴 생각에 빠진 눈빛인걸 그대는 인형같이 웃고 있지만 표정이 없어요 햇살이 쏟아지던 날, 내 청춘 햇살 받던 날 나는 아예 포기했어요  그대는 항상 내 곁에 있지만 내겐 소용없어요 그대는 항상 내 맘에 있지만 그대 마음 아직 모르겠어요 걷고싶다 말하면 무얼 해, 두 눈만 깜박이는걸 보고싶다 말하면 무얼 해, 딴 생각에 빠진 눈빛인걸 그대는 인형같이 웃고 있지만 표정이 없어요 햇살이 쏟아지던 날, 내 청춘 햇살 받던 날 나는 아예 포기했어요 내겐 소용없어요",1166,1980.12,솔로,여성,,1962.04.18
6,1878294,"그대 모습은 장미",민해경,"Jump `90",1990.12.30,Ballad,"강인원,박준호","장미꽃 한송이 그대의 옷깃에 꽂아주면 너무나 어울려 눈이 부셔 똑바로 쳐다볼 수 없어 우 장미꽃 한송이 살며시 손으로 만져보면 너무나 따가워 눈이 부신 장미는 그대 모습인가 멀리에서 보면 다정해지지만 다가서면 외롭게 해 아쉬움만 주고 뒤돌아 서서 나를 다시 유혹해 오늘도 그 향기로 머물다 떠나가는 그대 모습은 장미  장미꽃 한송이 그대의 옷깃에 꽂아주면 너무나 어울려 눈이 부셔 똑바로 쳐다볼 수 없어 우 장미꽃 한송이 살며시 손으로 만져보면 너무나 따가워 눈이 부신 장미는 그대 모습인가 멀리에서 보면 다정하지만 다가서면 외롭게 해 아쉬움만 주고 뒤돌아 서서 나를 다시 유혹해 오늘도 그 향기로 머물다  떠나가는 그대 모습은 장미 그대 모습은 장미 그대 모습은 장미",1166,1980.12,솔로,여성,,1962.04.18
1,2036556,"이젠 사랑할 수 있어요",해바라기,"89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가)",1989.12.01,Folk,장제훈,"난 눈물이 메마른 줄 알았어요 여태 사랑을 다시 못할 줄 알았어요 오늘 난 자욱한 연기 사이로 사랑의 짝을 보았어요  난 지금껏 어둔 밤을 헤맸어요 여태 지워야할 기억이 너무 많았아요 오늘 난 식어버린 마음 구석에 사랑의 불씨를 당겼어요  *이제 다시 이제 다시 사랑할 수 있어요 이제 진정 이제 진정 웃을 수 있어요 방금 하신 얘기 그 눈길이 아쉬워 그대 곁에서 훨훨 떠날 수는 없어요 *반복 떠날 수는 없어요",101012,1977.04,그룹,남성,,
4,2036558,"내마음의 보석상자",해바라기,"89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가)",1989.12.01,Folk,이주호,"난 알고있는데 우리는 사랑하고 있다는 것을 우린 알고 있었지 서로를 가슴깊이 사랑한다는 것을 햇빛에 타는 향기는 그리 오래가지 않기에 더높게 빛나는 꿈을 사랑했었지  가고싶어 갈수 없고 보고싶어 볼수 없는 영혼 속에서  가고싶어 갈수 없고 보고싶어 볼수 없는 영원 속에서  우리의 사랑은 이렇게 아무도 모르고 있는것 같아 잊어야만 하는 그 순간까지 널 사랑하고 싶어  가고싶어 갈수 없고 보고싶어 볼수 없는 영혼 속에서  가고싶어 갈수 없고 보고싶어 볼수 없는 영원 속에서  우리의 사랑은 이렇게 아무도 모르고 있는것 같아 잊어야만 하는 그 순간까지 널 사랑하고 싶어 잊어야만 하는 그 순간까지 널 사랑하고 싶어",101012,1977.04,그룹,남성,,
10,2036560,너,해바라기,"89 해바라기 (사랑으로 / 사랑의 진실 / 나는 자유인인가)",1989.12.01,Folk,이주호,"너 너의 그리움은 사랑 알게 했고 너의 젖은 눈은 눈물 알게 했고 내겐 하나뿐인 너 난 사랑한다고 말을 하고픈데 슬픈 이별도 사랑이라고 얘기 해주던 너 떠나 보낼 수 있는 마음이 생기질 않아 우린 눈물로 지루한 밤을 새워야 하나 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘 너 너의 그리움은 사랑 알게 했고 너의 젖은 눈은 눈물 알게 했고 내겐 하나뿐인 너 난 사랑한다고 말을 하고픈데 슬픈 이별도 사랑이라고 얘기 해주던 너 떠나 보낼 수 있는 마음이 생기질 않아 우린 눈물로 지루한 밤을 새워야 하나 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘 잃어버린 눈물 잃어버린 세월 잃어버린 내 청춘",101012,1977.04,그룹,남성,,
